YearNum,STATE,NF,Classification,Forest,StateCode,ForestCode,latitude,longitude,Host 1000ha,Year,spb / trap / 14 d,Clerids/ trap/ 14 d,Spots,Spots/100km,%SPB
6,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,1991,57,70,1,2,
7,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,1992,49,59,1,2,
8,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,1993,,,29,49,
9,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,1994,108,135,115,196,
10,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,1995,94,80,10,17,
11,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,1996,39,19,0,0,
12,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,1997,93,16,0,0,85
13,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,1998,27,59,0,0,30
14,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,1999,200,22,15,26,90
15,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,2000,7315,167,108,184,98
16,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,2001,858,294,400,682,74
17,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,2002,1016,759,0,0,57
18,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,2003,102,181,0,0,36
19,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,2004,4,210,0,0,2
20,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,2005,0,184,0,0,0
21,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,2006,0,29,,,0
22,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,2007,0,92,,,0
23,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,2008,0,49,0,0,0
24,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,2009,1,174,0,0,0
25,NC,PISGAH,RD,GRANDFATHER RD,11,,35.85024,-81.88777,5.87,2010,0,8,,,3
1,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,1986,,,,,
2,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,1987,,,,,
3,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,1988,,,400,672,
4,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,1989,1287,250,344,578,
5,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,1990,293,687,136,229,
6,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,1991,24,84,14,24,
7,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,1992,7,194,13,22,
8,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,1993,31,37,2,3,
9,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,1994,11,49,0,0,
10,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,1995,0,15,0,0,
11,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,1996,2,18,0,0,
12,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,1997,1,3,0,0,6
13,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,1998,6,2,0,0,74
14,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,1999,183,34,5,8,
15,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,2000,95,24,43,72,80
16,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,2001,1007,109,250,420,90
17,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,2002,729,364,0,0,67
18,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,2003,221,1072,0,0,17
19,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,2004,34,332,0,0,9
20,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,2005,0,109,0,0,0
21,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,2006,0,183,,,0
22,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,2007,0,22,,,1
23,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,2008,0,43,0,0,0
24,NC,NANTAHALA,RD,TUSQUITEE RD,11,9,35.13078,-83.89170,5.95,2009,0,35,,,0
1,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,1986,,,33,62,
2,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,1987,352,67,4,7,
3,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,1988,333,94,2,4,
4,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,1989,104,235,0,0,
5,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,1990,10,66,0,0,
6,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,1991,51,39,10,19,
7,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,1992,176,130,37,69,
8,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,1993,95,36,12,22,
9,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,1994,100,56,5,9,
10,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,1995,240,91,11,21,
11,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,1996,323,134,24,45,
12,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,1997,93,95,0,0,49
13,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,1998,6,35,3,6,9
14,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,1999,135,79,12,22,63
15,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,2000,150,87,20,37,63
16,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,2001,24,200,8,15,10
17,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,2002,97,81,0,0,54
18,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,2003,196,60,0,0,76
19,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,2004,361,217,0,0,62
20,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,2005,93,140,0,0,40
21,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,2006,3,29,,,7
22,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,2007,4,10,,,32
23,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,2008,0,48,0,0,0
24,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,2009,4,71,0,0,5
25,NC,UWHARRIE,RD,UWHARRIE RD,11,10,35.33491,-79.95924,5.34,2010,14,25,,,37
14,NC,,RD,Appalachian RD,,,,,,1999,,,20,,
15,NC,,RD,Appalachian RD,,,,,,2000,192,270,26,,41
16,NC,,RD,Appalachian RD,,,,,,2001,28,445,100,,6
17,NC,,RD,Appalachian RD,,,,,,2002,185,626,0,,23
18,NC,,RD,Appalachian RD,,,,,,2003,10,287,0,,3
19,NC,,RD,Appalachian RD,,,,,,2004,4,567,0,,1
20,NC,,RD,Appalachian RD,,,,,,2005,8,31,0,,19
21,NC,,RD,Appalachian RD,,,,,,2006,3,129,,,2
22,NC,,RD,Appalachian RD,,,,,,2007,13,4,,,77
23,NC,,RD,Appalachian RD,,,,,,2008,0,34,0,,0
24,NC,,RD,Appalachian RD,,,,,,2009,1,25,0,,3
25,NC,,RD,Appalachian RD,,,,,,2010,0,17,,,3
15,NC,,CO,Bertie Co.,,,,,,2000,,,0,,
16,NC,,CO,Bertie Co.,,,,,,2001,0,14,0,,0
17,NC,,CO,Bertie Co.,,,,,,2002,111,35,3,,76
18,NC,,CO,Bertie Co.,,,,,,2003,15,10,0,,62
19,NC,,CO,Bertie Co.,,,,,,2004,,,,,
20,NC,,CO,Bertie Co.,,,,,,2005,,,,,
21,NC,,CO,Bertie Co.,,,,,,2006,,,0,,
22,NC,,CO,Bertie Co.,,,,,,2007,0,20,0,,1
23,NC,,CO,Bertie Co.,,,,,,2008,7,85,0,,8
24,NC,,CO,Bertie Co.,,,,,,2009,1,83,0,,2
25,NC,,CO,Bertie Co.,,,,,,2010,0,67,,,0
15,NC,,CO,Bladen Co.,,,,,,2000,,,0,,
16,NC,,CO,Bladen Co.,,,,,,2001,0,67,,,1
17,NC,,CO,Bladen Co.,,,,,,2002,48,45,0,,51
18,NC,,CO,Bladen Co.,,,,,,2003,31,83,,,27
15,NC,,,Wake County,,,,,,2000,,,0,,
16,NC,,,Wake County,,,,,,2001,1,150,0,,1
17,NC,,,Wake County,,,,,,2002,0,74,15,,0
18,NC,,,Wake County,,,,,,2003,1,1,3,,3
15,NC,,CO,Wayne Co.,,,,,,2000,,,0,,
16,NC,,CO,Wayne Co.,,,,,,2001,0,64,0,,0
17,NC,,CO,Wayne Co.,,,,,,2002,57,14,0,,79
18,NC,,CO,Wayne Co.,,,,,,2003,18,35,0,,35
19,NC,,CO,Wayne Co.,,,,,,2004,,,,,
20,NC,,CO,Wayne Co.,,,,,,2005,,,,,
21,NC,,CO,Wayne Co.,,,,,,2006,,,,,
22,NC,,CO,Wayne Co.,,,,,,2007,,,,,
23,NC,,CO,Wayne Co.,,,,,,2008,,,0,,
24,NC,,CO,Wayne Co.,,,,,,2009,1,15,0,,9
25,NC,,CO,Wayne Co.,,,,,,2010,1,10,,,12
15,NC,,CO,Wilkes Co.,,,,,,2000,,,40,,
16,NC,,CO,Wilkes Co.,,,,,,2001,195,183,110,,52
17,NC,,CO,Wilkes Co.,,,,,,2002,305,356,108,,46
18,NC,,CO,Wilkes Co.,,,,,,2003,31,104,2,,23
19,NC,,CO,Wilkes Co.,,,,,,2004,169,190,0,,47
20,NC,,CO,Wilkes Co.,,,,,,2005,11,27,0,,30
21,NC,,CO,Wilkes Co.,,,,,,2006,92,4,0,,96
22,NC,,CO,Wilkes Co.,,,,,,2007,0,13,0,,1
23,NC,,CO,Wilkes Co.,,,,,,2008,3,6,0,,31
24,NC,,CO,Wilkes Co.,,,,,,2009,4,15,,,23
16,NC,,,Dare Bomb Rg.,,,,,,2001,1,73,,,1
17,NC,,,Dare Bomb Rg.,,,,,,2002,71,160,,,31
18,NC,,,Dare Bomb Rg.,,,,,,2003,6,98,0,,6
19,NC,,,Dare Bomb Rg.,,,,,,2004,134,34,0,,80
20,NC,,,Dare Bomb Rg.,,,,,,2005,4,50,0,,8
21,NC,,,Dare Bomb Rg.,,,,,,2006,4,39,,,9
22,NC,,,Dare Bomb Rg.,,,,,,2007,34,36,,,48
23,NC,,,Dare Bomb Rg.,,,,,,2008,360,119,0,,75
24,NC,,,Dare Bomb Rg.,,,,,,2009,1,108,0,,2
25,NC,,,Dare Bomb Rg.,,,,,,2010,4,15,,,21
19,NC,,CO,Beaufort Co.,,,,,,2004,41,277,1,,13
20,NC,,CO,Beaufort Co.,,,,,,2005,45,80,0,,36
21,NC,,CO,Beaufort Co.,,,,,,2006,43,15,0,,73
22,NC,,CO,Beaufort Co.,,,,,,2007,8,64,0,,12
23,NC,,CO,Beaufort Co.,,,,,,2008,7,11,0,,40
24,NC,,CO,Beaufort Co.,,,,,,2009,11,13,0,,49
25,NC,,CO,Beaufort Co.,,,,,,2010,4,14,,,23
19,NC,,CO,Craven Co.,,,,,,2004,43,42,0,,50
20,NC,,CO,Craven Co.,,,,,,2005,49,49,0,,50
21,NC,,CO,Craven Co.,,,,,,2006,10,13,0,,44
22,NC,,CO,Craven Co.,,,,,,2007,35,14,0,,71
23,NC,,CO,Craven Co.,,,,,,2008,59,24,22,,71
24,NC,,CO,Craven Co.,,,,,,2009,36,14,0,,73
25,NC,,CO,Craven Co.,,,,,,2010,29,64,,,31
20,NC,,CO,Johnston Co.,,,,,,2005,0,24,0,,0
21,NC,,CO,Johnston Co.,,,,,,2006,3,42,0,,5
22,NC,,CO,Johnston Co.,,,,,,2007,3,14,0,,18
23,NC,,CO,Johnston Co.,,,,,,2008,0,36,0,,1
24,NC,,CO,Johnston Co.,,,,,,2009,3,498,0,,0
25,NC,,CO,Johnston Co.,,,,,,2010,0,60,,,1
19,NC,,CO,Macon Co.,,,,,,2004,42,552,0,,7
20,NC,,CO,Macon Co.,,,,,,2005,3,140,0,,2
21,NC,,CO,Macon Co.,,,,,,2006,113,56,0,,67
22,NC,,CO,Macon Co.,,,,,,2007,0,13,0,,0
23,NC,,CO,Macon Co.,,,,,,2008,1,29,0,,6
24,NC,,CO,Macon Co.,,,,,,2009,6,36,0,,14
25,NC,,CO,Macon Co.,,,,,,2010,1,21,,,4
20,NC,,CO,Northampton Co.,,,,,,2005,0,178,0,,0
21,NC,,CO,Northampton Co.,,,,,,2006,0,34,0,,1
22,NC,,CO,Northampton Co.,,,,,,2007,6,244,0,,2
23,NC,,CO,Northampton Co.,,,,,,2008,4,34,,,11
19,NC,,CO,Orange Co.,,,,,,2004,,,0,,
20,NC,,CO,Orange Co.,,,,,,2005,260,263,0,,50
21,NC,,CO,Orange Co.,,,,,,2006,116,392,0,,23
22,NC,,CO,Orange Co.,,,,,,2007,27,52,0,,34
23,NC,,CO,Orange Co.,,,,,,2008,15,27,0,,36
24,NC,,CO,Orange Co.,,,,,,2009,8,92,0,,8
25,NC,,CO,Orange Co.,,,,,,2010,6,69,,,8
19,NC,,CO,Pitt Co.,,,,,,2004,20,48,0,,29
20,NC,,CO,Pitt Co.,,,,,,2005,,,,,
21,NC,,CO,Pitt Co.,,,,,,2006,22,32,0,,41
22,NC,,CO,Pitt Co.,,,,,,2007,3,13,0,,19
23,NC,,CO,Pitt Co.,,,,,,2008,7,11,0,,36
24,NC,,CO,Pitt Co.,,,,,,2009,6,32,0,,13
25,NC,,CO,Pitt Co.,,,,,,2010,6,17,,,26
19,NC,,CO,Rutherford Co.,,,,,,2004,45,181,0,,20
20,NC,,CO,Rutherford Co.,,,,,,2005,15,46,0,,25
21,NC,,CO,Rutherford Co.,,,,,,2006,4,11,0,,28
22,NC,,CO,Rutherford Co.,,,,,,2007,3,43,0,,7
23,NC,,CO,Rutherford Co.,,,,,,2008,0,7,0,,0
24,NC,,CO,Rutherford Co.,,,,,,2009,0,81,0,,1
25,NC,,CO,Rutherford Co.,,,,,,2010,1,8,,,18
19,NC,,CO,Columbus Co.,,,,,,2004,17,63,0,,22
20,NC,,CO,Columbus Co.,,,,,,2005,353,32,0,,92
21,NC,,CO,Columbus Co.,,,,,,2006,78,98,,,44
22,NC,,CO,Columbus Co.,,,,,,2007,,,,,
23,NC,,CO,Columbus Co.,,,,,,2008,,,0,,
24,NC,,CO,Columbus Co.,,,,,,2009,6,29,0,,16
25,NC,,CO,Columbus Co.,,,,,,2010,1,25,,,9
19,NC,,CO,Hyde Co.,,,,,,2004,,,0,,
20,NC,,CO,Hyde Co.,,,,,,2005,18,87,0,,17
21,NC,,CO,Hyde Co.,,,,,,2006,53,85,,,38
22,NC,,CO,Hyde Co.,,,,,,2007,,,,,
23,NC,,CO,Hyde Co.,,,,,,2008,,,0,,
24,NC,,CO,Hyde Co.,,,,,,2009,11,31,0,,27
25,NC,,CO,Hyde Co.,,,,,,2010,11,60,,,16
17,NJ,,,Atlantic Co.,,,,,,2002,57,15,34,,79
18,NJ,,,Atlantic Co.,,,,,,2003,10,175,53,,5
19,NJ,,,Atlantic Co.,,,,,,2004,62,38,12,,62
20,NJ,,,Atlantic Co.,,,,,,2005,0,18,26,,0
21,NJ,,,Atlantic Co.,,,,,,2006,15,14,0,,52
22,NJ,,,Atlantic Co.,,,,,,2007,27,14,4,,66
23,NJ,,,Atlantic Co.,,,,,,2008,24,8,0,,73
24,NJ,,,Atlantic Co.,,,,,,2009,57,46,0,,56
25,NJ,,,Atlantic Co.,,,,,,2010,150,101,,,60
17,NJ,,,Burlington Co.,,,,,,2002,7,18,0,,29
18,NJ,,,Burlington Co.,,,,,,2003,4,53,0,,6
19,NJ,,,Burlington Co.,,,,,,2004,1,13,0,,7
20,NJ,,,Burlington Co.,,,,,,2005,0,14,0,,2
21,NJ,,,Burlington Co.,,,,,,2006,0,7,,,5
22,NJ,,,Bass River Co.,,,,,,2007,1,4,0,,30
23,NJ,,,Bass River Co.,,,,,,2008,1,10,0,,16
24,NJ,,,Bass River Co.,,,,,,2009,7,38,0,,17
25,NJ,,,Bass River Co.,,,,,,2010,31,10,,,76
17,NJ,,,Cape May Co.,,,,,,2002,132,266,91,,49
18,NJ,,,Cape May Co.,,,,,,2003,29,1173,126,,2
19,NJ,,,Cape May Co.,,,,,,2004,41,192,24,,17
20,NJ,,,Cape May Co.,,,,,,2005,28,237,52,,10
21,NJ,,,Cape May Co.,,,,,,2006,24,105,0,,19
22,NJ,,,Cape May Co.,,,,,,2007,17,168,52,,9
23,NJ,,,Cape May Co.,,,,,,2008,48,126,0,,27
24,NJ,,,Cape May Co.,,,,,,2009,27,171,0,,13
25,NJ,,,Cape May Co.,,,,,,2010,64,63,,,50
17,NJ,,,Cumberland Co.,,,,,,2002,,,90,,
18,NJ,,,Cumberland Co.,,,,,,2003,21,1177,64,,2
19,NJ,,,Cumberland Co.,,,,,,2004,27,154,9,,15
20,NJ,,,Cumberland Co.,,,,,,2005,8,185,5,,4
21,NJ,,,Cumberland Co.,,,,,,2006,24,132,0,,15
22,NJ,,,Cumberland Co.,,,,,,2007,24,55,6,,31
23,NJ,,,Cumberland Co.,,,,,,2008,38,17,0,,30
24,NJ,,,Cumberland Co.,,,,,,2009,20,98,0,,17
25,NJ,,,Cumberland Co.,,,,,,2010,147,126,,,54
17,NJ,,,Ocean Co.,,,,,,2002,,,0,,
18,NJ,,,Ocean Co.,,,,,,2003,0,35,0,,0
19,NJ,,,Ocean Co.,,,,,,2004,43,21,0,,67
20,NJ,,,Ocean Co.,,,,,,2005,0,18,0,,0
21,NJ,,,Ocean Co.,,,,,,2006,0,3,,,0
17,NJ,,,Salem Co.,,,,,,2002,,,0,,
18,NJ,,,Salem Co.,,,,,,2003,10,71,0,,12
19,NJ,,,Salem Co.,,,,,,2004,1,13,0,,5
20,NJ,,,Salem Co.,,,,,,2005,18,27,3,,40
21,NJ,,,Salem Co.,,,,,,2006,29,24,0,,55
22,NJ,,,Salem Co.,,,,,,2007,14,7,0,,32
23,NJ,,,Salem Co.,,,,,,2008,14,11,0,,54
24,NJ,,,Salem Co.,,,,,,2009,14,60,0,,20
25,NJ,,,Salem Co.,,,,,,2010,83,39,,,68
22,NJ,,,Wharton Co.,,,,,,2007,0,6,0,,5
23,NJ,,,Wharton Co.,,,,,,2008,20,42,0,,32
24,NJ,,,Wharton Co.,,,,,,2009,18,73,0,,20
25,NJ,,,Wharton Co.,,,,,,2010,144,50,,,74
1,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,1986,,,,,
2,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,1987,,,,,
3,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,1988,,,,,
4,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,1989,,,,,
5,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,1990,,,,,
6,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,1991,,,,,
7,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,1992,,,,,
8,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,1993,,,,,
9,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,1994,,,,,
10,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,1995,,,,,
11,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,1996,,,,,
12,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,1997,55,91,,,
13,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,1998,23,24,0,0,
14,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,1999,0,57,0,0,0
15,OK,,OT,McCURTAIN OK,0,0,34.26284,-94.63016,104.81,2000,0,14,0,0,0
16,OK,,OT,McCURTAIN OK,0,0,34.26284,-94.63016,104.81,2001,0,14,0,0,0
17,OK,,OT,McCURTAIN OK,0,0,34.26284,-94.63016,104.81,2002,1,94,0,0,1
18,OK,,OT,McCURTAIN OK,0,0,34.26284,-94.63016,104.81,2003,0,91,0,0,0
19,OK,,OT,McCURTAIN OK,0,0,34.26284,-94.63016,104.81,2004,0,80,0,0,0
20,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,2005,0,5,0,0,0
21,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,2006,0,7,0,0,0
22,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,2007,,,,,
23,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,2008,,,,,
24,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,2009,,,,,
25,OK,,OT,McCURTAIN OK,0,0,34.00623,-94.71823,104.81,2010,0,0,,,0
17,OK,,RD,Tiak R.D.,,,,,,2002,0,1946,0,,0
18,OK,,RD,Tiak R.D.,,,,,,2003,0,392,0,,0
19,OK,,RD,Tiak R.D.,,,,,,2004,484,449,0,,52
20,OK,,RD,Tiak R.D.,,,,,,2005,0,41,0,,0
21,OK,,RD,Tiak R.D.,,,,,,2006,0,27,0,,0
22,OK,,RD,Tiak R.D.,,,,,,2007,0,32,0,,0
23,OK,,RD,Tiak R.D.,,,,,,2008,0,7,0,,0
24,OK,Hochatown,RD,Tiak R.D.,,,,,,2009,0,29,0,,0
25,OK,Hochatown,RD,Tiak R.D.,,,,,,2010,0,13,,,0
19,OK,,CO,Tiak Co.,,,,,,2004,,,0,,
20,OK,,CO,Tiak Co.,,,,,,2005,0,93,0,,0
21,OK,,CO,Tiak Co.,,,,,,2006,0,28,0,,1
22,OK,,CO,Tiak Co.,,,,,,2007,0,92,,,0
1,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.79,1986,,,,,
2,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.79,1987,,,,,
3,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.79,1988,,,,,
4,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.79,1989,,,,,
5,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.79,1990,,,,,
6,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.79,1991,,,,,
7,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.79,1992,,,0,0,
8,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.79,1993,5,18,0,0,
9,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.80,1994,115,233,12,6,
10,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.80,1995,617,234,596,287,
11,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.80,1996,324,151,58,28,
12,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.80,1997,46,69,0,0,40
13,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.80,1998,71,33,0,0,20
14,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.80,1999,15,46,0,0,25
15,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.80,2000,160,71,90,43,69
16,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.80,2001,512,568,767,369,47
17,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.80,2002,1550,230,3221,1548,87
18,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.80,2003,258,426,449,216,38
19,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.80,2004,200,911,314,151,18
20,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.79,2005,73,472,90,43,13
21,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.79,2006,141,125,6,3,53
22,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.79,2007,116,109,,,52
23,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.79,2008,251,171,54,26,59
24,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.79,2009,147,203,6,3,42
25,SC,,CO,ABBEVILLE SC,0,0,34.21208,-82.36644,20.79,2010,118,690,,,15
1,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,1986,,,,,
2,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,1987,,,,,
3,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,1988,,,,,
4,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,1989,,,,,
5,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,1990,,,,,
6,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,1991,,,,,
7,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,1992,,,,,
8,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,1993,,,0,0,
9,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,1994,1,31,71,28,
10,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,1995,980,278,1255,486,
11,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,1996,512,106,646,250,
12,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,1997,26,63,0,0,29
13,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,1998,1,54,0,0,9
14,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,1999,16,46,,,
15,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,2000,223,143,54,21,61
16,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,2001,322,113,824,319,74
17,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,2002,365,70,2941,1140,84
18,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,2003,71,351,311,121,17
19,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,2004,45,175,120,47,20
20,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,2005,14,77,42,16,15
21,SC,,CO,ANDERSON SC,0,0,34.54615,-82.63092,25.80,2006,0,31,90,35,0
